Year,Age,Sex,Mortality
1872,0,Female,0.262955
1872,0,Male,0.293463
1872,1,Female,0.136145
1872,1,Male,0.138152
1872,2,Female,0.093066
1872,2,Male,0.093273
1872,3,Female,0.053998
1872,3,Male,0.054161
1872,4,Female,0.035148
1872,4,Male,0.035531
1872,5,Female,0.02422
1872,5,Male,0.024173
1872,6,Female,0.016634
1872,6,Male,0.016137
1872,7,Female,0.011069
1872,7,Male,0.010563
1872,8,Female,0.007555
1872,8,Male,0.006932
1872,9,Female,0.006329
1872,9,Male,0.005649
1872,10,Female,0.006299
1872,10,Male,0.005798
1872,11,Female,0.006936
1872,11,Male,0.006382
1872,12,Female,0.007046
1872,12,Male,0.006354
1872,13,Female,0.007054
1872,13,Male,0.006275
1872,14,Female,0.007398
1872,14,Male,0.006454
1872,15,Female,0.007193
1872,15,Male,0.006241
1872,16,Female,0.007309
1872,16,Male,0.006482
1872,17,Female,0.007752
1872,17,Male,0.007224
1872,18,Female,0.007703
1872,18,Male,0.007915
1872,19,Female,0.008421
1872,19,Male,0.009413
1872,20,Female,0.008491
1872,20,Male,0.010443
1872,21,Female,0.009219
1872,21,Male,0.010632
1872,22,Female,0.010475
1872,22,Male,0.011609
1872,23,Female,0.010622
1872,23,Male,0.012346
1872,24,Female,0.010899
1872,24,Male,0.012655
1872,25,Female,0.010507
1872,25,Male,0.011934
1872,26,Female,0.010675
1872,26,Male,0.010757
1872,27,Female,0.011386
1872,27,Male,0.010468
1872,28,Female,0.011184
1872,28,Male,0.010185
1872,29,Female,0.012584
1872,29,Male,0.011113
1872,30,Female,0.009642
1872,30,Male,0.009396
1872,31,Female,0.010072
1872,31,Male,0.009652
1872,32,Female,0.013627
1872,32,Male,0.011905
1872,33,Female,0.012976
1872,33,Male,0.011834
1872,34,Female,0.013331
1872,34,Male,0.012352
1872,35,Female,0.01173
1872,35,Male,0.01167
1872,36,Female,0.011302
1872,36,Male,0.011409
1872,37,Female,0.013043
1872,37,Male,0.012824
1872,38,Female,0.013571
1872,38,Male,0.013643
1872,39,Female,0.01527
1872,39,Male,0.015714
1872,40,Female,0.009324
1872,40,Male,0.010806
1872,41,Female,0.009692
1872,41,Male,0.011259
1872,42,Female,0.015341
1872,42,Male,0.01646
1872,43,Female,0.01502
1872,43,Male,0.016932
1872,44,Female,0.01544
1872,44,Male,0.018174
1872,45,Female,0.012253
1872,45,Male,0.015235
1872,46,Female,0.012443
1872,46,Male,0.015452
1872,47,Female,0.015448
1872,47,Male,0.018761
1872,48,Female,0.015506
1872,48,Male,0.019083
1872,49,Female,0.017523
1872,49,Male,0.021162
1872,50,Female,0.010802
1872,50,Male,0.013944
1872,51,Female,0.011894
1872,51,Male,0.014798
1872,52,Female,0.021345
1872,52,Male,0.023047
1872,53,Female,0.022628
1872,53,Male,0.024612
1872,54,Female,0.024488
1872,54,Male,0.027527
1872,55,Female,0.021651
1872,55,Male,0.025328
1872,56,Female,0.022596
1872,56,Male,0.02558
1872,57,Female,0.028709
1872,57,Male,0.030676
1872,58,Female,0.031911
1872,58,Male,0.033571
1872,59,Female,0.038217
1872,59,Male,0.039676
1872,60,Female,0.020133
1872,60,Male,0.024129
1872,61,Female,0.022677
1872,61,Male,0.026045
1872,62,Female,0.04951
1872,62,Male,0.046022
1872,63,Female,0.052179
1872,63,Male,0.049412
1872,64,Female,0.055953
1872,64,Male,0.05417
1872,65,Female,0.04846
1872,65,Male,0.049379
1872,66,Female,0.052419
1872,66,Male,0.052136
1872,67,Female,0.070076
1872,67,Male,0.063966
1872,68,Female,0.078623
1872,68,Male,0.071955
1872,69,Female,0.092509
1872,69,Male,0.085793
1872,70,Female,0.049951
1872,70,Male,0.05431
1872,71,Female,0.052054
1872,71,Male,0.054448
1872,72,Female,0.104208
1872,72,Male,0.086815
1872,73,Female,0.11892
1872,73,Male,0.100182
1872,74,Female,0.136292
1872,74,Male,0.117356
1872,75,Female,0.120724
1872,75,Male,0.109297
1872,76,Female,0.125465
1872,76,Male,0.113218
1872,77,Female,0.171142
1872,77,Male,0.143735
1872,78,Female,0.174852
1872,78,Male,0.147038
1872,79,Female,0.19369
1872,79,Male,0.165122
1872,80,Female,0.155446
1872,80,Male,0.147115
1872,81,Female,0.168479
1872,81,Male,0.158272
1872,82,Female,0.18126
1872,82,Male,0.1697
1872,83,Female,0.195251
1872,83,Male,0.181797
1872,84,Female,0.210491
1872,84,Male,0.194955
1872,85,Female,0.227469
1872,85,Male,0.209573
1872,86,Female,0.246934
1872,86,Male,0.225606
1872,87,Female,0.26876
1872,87,Male,0.243154
1872,88,Female,0.291642
1872,88,Male,0.262145
1872,89,Female,0.315688
1872,89,Male,0.281982
1872,90,Female,0.342883
1872,90,Male,0.303425
1872,91,Female,0.370423
1872,91,Male,0.327248
1872,92,Female,0.39781300000000003
1872,92,Male,0.35263
1872,93,Female,0.429937
1872,93,Male,0.379376
1872,94,Female,0.464554
1872,94,Male,0.407993
1872,95,Female,0.503249
1872,95,Male,0.439457
1872,96,Female,0.548234
1872,96,Male,0.47282
1872,97,Female,0.593292
1872,97,Male,0.507505
1872,98,Female,0.643246
1872,98,Male,0.543683
1872,99,Female,0.694183
1872,99,Male,0.583059
1873,0,Female,0.230504
1873,0,Male,0.252831
1873,1,Female,0.105001
1873,1,Male,0.10541
1873,2,Female,0.094182
1873,2,Male,0.094941
1873,3,Female,0.059775
1873,3,Male,0.059419
1873,4,Female,0.033869
1873,4,Male,0.03347
1873,5,Female,0.023549
1873,5,Male,0.023126
1873,6,Female,0.016069
1873,6,Male,0.015361
1873,7,Female,0.010561
1873,7,Male,0.009614
1873,8,Female,0.007095
1873,8,Male,0.006174
1873,9,Female,0.00561
1873,9,Male,0.004732
1873,10,Female,0.006014
1873,10,Male,0.005231
1873,11,Female,0.006299
1873,11,Male,0.005719
1873,12,Female,0.006842
1873,12,Male,0.006205
1873,13,Female,0.00689
1873,13,Male,0.006107
1873,14,Female,0.006854
1873,14,Male,0.005939
1873,15,Female,0.007131
1873,15,Male,0.006025
1873,16,Female,0.007077
1873,16,Male,0.006101
1873,17,Female,0.007336
1873,17,Male,0.006683
1873,18,Female,0.007906
1873,18,Male,0.007764
1873,19,Female,0.008026
1873,19,Male,0.008798
1873,20,Female,0.008859
1873,20,Male,0.010508
1873,21,Female,0.008896
1873,21,Male,0.011146
1873,22,Female,0.009513
1873,22,Male,0.010874
1873,23,Female,0.010539
1873,23,Male,0.011303
1873,24,Female,0.010512
1873,24,Male,0.011402
1873,25,Female,0.010588
1873,25,Male,0.011132
1873,26,Female,0.010163
1873,26,Male,0.010434
1873,27,Female,0.010277
1873,27,Male,0.009523
1873,28,Female,0.010916
1873,28,Male,0.009417
1873,29,Female,0.010821
1873,29,Male,0.009408
1873,30,Female,0.012194
1873,30,Male,0.01047
1873,31,Female,0.009672
1873,31,Male,0.009098
1873,32,Female,0.010253
1873,32,Male,0.009448
1873,33,Female,0.013569
1873,33,Male,0.01147
1873,34,Female,0.013104
1873,34,Male,0.011442
1873,35,Female,0.013541
1873,35,Male,0.011939
1873,36,Female,0.012181
1873,36,Male,0.011437
1873,37,Female,0.011843
1873,37,Male,0.011261
1873,38,Female,0.01358
1873,38,Male,0.0126
1873,39,Female,0.014187
1873,39,Male,0.013429
1873,40,Female,0.015888
1873,40,Male,0.015336
1873,41,Female,0.010139
1873,41,Male,0.010877
1873,42,Female,0.01065
1873,42,Male,0.011403
1873,43,Female,0.016172
1873,43,Male,0.01614
1873,44,Female,0.015942
1873,44,Male,0.016658
1873,45,Female,0.016457
1873,45,Male,0.017956
1873,46,Female,0.013609
1873,46,Male,0.015651
1873,47,Female,0.014044
1873,47,Male,0.016204
1873,48,Female,0.017359
1873,48,Male,0.019772
1873,49,Female,0.017683
1873,49,Male,0.020576
1873,50,Female,0.019917
1873,50,Male,0.023002
1873,51,Female,0.012618
1873,51,Male,0.015625
1873,52,Female,0.013761
1873,52,Male,0.016515
1873,53,Female,0.023121
1873,53,Male,0.024433
1873,54,Female,0.024159
1873,54,Male,0.025494
1873,55,Female,0.026049
1873,55,Male,0.027938
1873,56,Female,0.0241
1873,56,Male,0.026396
1873,57,Female,0.025773
1873,57,Male,0.027122
1873,58,Female,0.032931
1873,58,Male,0.032803
1873,59,Female,0.037236
1873,59,Male,0.036688
1873,60,Female,0.044871
1873,60,Male,0.043948
1873,61,Female,0.024685
1873,61,Male,0.027814
1873,62,Female,0.027846
1873,62,Male,0.030213
1873,63,Female,0.057637
1873,63,Male,0.051568
1873,64,Female,0.061096
1873,64,Male,0.055548
1873,65,Female,0.066113
1873,65,Male,0.061247
1873,66,Female,0.058829
1873,66,Male,0.056994
1873,67,Female,0.064087
1873,67,Male,0.060511
1873,68,Female,0.084844
1873,68,Male,0.073859
1873,69,Female,0.094879
1873,69,Male,0.082932
1873,70,Female,0.11089
1873,70,Male,0.09827
1873,71,Female,0.060287
1873,71,Male,0.06257
1873,72,Female,0.06237
1873,72,Male,0.06249
1873,73,Female,0.122895
1873,73,Male,0.09912
1873,74,Female,0.143483
1873,74,Male,0.116455
1873,75,Female,0.185514
1873,75,Male,0.151596
1873,76,Female,0.149905
1873,76,Male,0.131005
1873,77,Female,0.155391
1873,77,Male,0.135409
1873,78,Female,0.212927
1873,78,Male,0.172292
1873,79,Female,0.215892
1873,79,Male,0.175436
1873,80,Female,0.17182
1873,80,Male,0.160509
1873,81,Female,0.18668
1873,81,Male,0.172734
1873,82,Female,0.200675
1873,82,Male,0.18494
1873,83,Female,0.213486
1873,83,Male,0.196978
1873,84,Female,0.227074
1873,84,Male,0.209307
1873,85,Female,0.241355
1873,85,Male,0.222374
1873,86,Female,0.256877
1873,86,Male,0.236641
1873,87,Female,0.274554
1873,87,Male,0.251927
1873,88,Female,0.294031
1873,88,Male,0.268256
1873,89,Female,0.31323
1873,89,Male,0.285394
1873,90,Female,0.332107
1873,90,Male,0.302329
1873,91,Female,0.353351
1873,91,Male,0.320003
1873,92,Female,0.372697
1873,92,Male,0.339394
1873,93,Female,0.389184
1873,93,Male,0.359126
1873,94,Female,0.40989
1873,94,Male,0.378793
1873,95,Female,0.431113
1873,95,Male,0.39895
1873,96,Female,0.455338
1873,96,Male,0.420979
1873,97,Female,0.485845
1873,97,Male,0.44331
1873,98,Female,0.513096
1873,98,Male,0.464955
1873,99,Female,0.544506
1873,99,Male,0.486065
1874,0,Female,0.239411
1874,0,Male,0.263471
1874,1,Female,0.097735
1874,1,Male,0.097104
1874,2,Female,0.076635
1874,2,Male,0.077207
1874,3,Female,0.063045
1874,3,Male,0.063633
1874,4,Female,0.038795
1874,4,Male,0.038466
1874,5,Female,0.023902
1874,5,Male,0.023377
1874,6,Female,0.016592
1874,6,Male,0.016025
1874,7,Female,0.01095
1874,7,Male,0.01027
1874,8,Female,0.0073
1874,8,Male,0.006539
1874,9,Female,0.005673
1874,9,Male,0.00499
1874,10,Female,0.005666
1874,10,Male,0.005071
1874,11,Female,0.006223
1874,11,Male,0.005631
1874,12,Female,0.006377
1874,12,Male,0.005821
1874,13,Female,0.006791
1874,13,Male,0.006019
1874,14,Female,0.006783
1874,14,Male,0.005711
1874,15,Female,0.006772
1874,15,Male,0.005445
1874,16,Female,0.00717
1874,16,Male,0.005728
1874,17,Female,0.007316
1874,17,Male,0.006176
1874,18,Female,0.007716
1874,18,Male,0.007134
1874,19,Female,0.008385
1874,19,Male,0.008624
1874,20,Female,0.008565
1874,20,Male,0.009948
1874,21,Female,0.009286
1874,21,Male,0.011365
1874,22,Female,0.009198
1874,22,Male,0.011521
1874,23,Female,0.009681
1874,23,Male,0.01082
1874,24,Female,0.010494
1874,24,Male,0.010661
1874,25,Female,0.010404
1874,25,Male,0.010187
1874,26,Female,0.010508
1874,26,Male,0.009851
1874,27,Female,0.010211
1874,27,Male,0.009387
1874,28,Female,0.010367
1874,28,Male,0.008819
1874,29,Female,0.010976
1874,29,Male,0.009017
1874,30,Female,0.010913
1874,30,Male,0.00934
1874,31,Female,0.01215
1874,31,Male,0.010448
1874,32,Female,0.009814
1874,32,Male,0.009242
1874,33,Female,0.010426
1874,33,Male,0.009657
1874,34,Female,0.013421
1874,34,Male,0.011521
1874,35,Female,0.013151
1874,35,Male,0.011566
1874,36,Female,0.013721
1874,36,Male,0.01218
1874,37,Female,0.012677
1874,37,Male,0.011937
1874,38,Female,0.012417
1874,38,Male,0.011883
1874,39,Female,0.013998
1874,39,Male,0.013201
1874,40,Female,0.014423
1874,40,Male,0.013979
1874,41,Female,0.015732
1874,41,Male,0.01564
1874,42,Female,0.010298
1874,42,Male,0.011366
1874,43,Female,0.010787
1874,43,Male,0.011968
1874,44,Female,0.015626
1874,44,Male,0.016433
1874,45,Female,0.01558
1874,45,Male,0.017153
1874,46,Female,0.016444
1874,46,Male,0.018807
1874,47,Female,0.014402
1874,47,Male,0.01713
1874,48,Female,0.015304
1874,48,Male,0.018045
1874,49,Female,0.019016
1874,49,Male,0.021887
1874,50,Female,0.019741
1874,50,Male,0.022847
1874,51,Female,0.021931
1874,51,Male,0.024918
1874,52,Female,0.014252
1874,52,Male,0.017137
1874,53,Female,0.015419
1874,53,Male,0.017933
1874,54,Female,0.024314
1874,54,Male,0.025283
1874,55,Female,0.025285
1874,55,Male,0.02631
1874,56,Female,0.027951
1874,56,Male,0.029683
1874,57,Female,0.027432
1874,57,Male,0.029776
1874,58,Female,0.030139
1874,58,Male,0.031617
1874,59,Female,0.038532
1874,59,Male,0.038608
1874,60,Female,0.043675
1874,60,Male,0.043436
1874,61,Female,0.051444
1874,61,Male,0.050849
1874,62,Female,0.029144
1874,62,Male,0.032849
1874,63,Female,0.032676
1874,63,Male,0.035526
1874,64,Female,0.063573
1874,64,Male,0.058015
1874,65,Female,0.067308
1874,65,Male,0.062367
1874,66,Female,0.073047
1874,66,Male,0.068976
1874,67,Female,0.066443
1874,67,Male,0.065353
1874,68,Female,0.072583
1874,68,Male,0.069554
1874,69,Female,0.094719
1874,69,Male,0.08416
1874,70,Female,0.105127
1874,70,Male,0.094015
1874,71,Female,0.121647
1874,71,Male,0.110371
1874,72,Female,0.066226
1874,72,Male,0.070368
1874,73,Female,0.06779
1874,73,Male,0.06976
1874,74,Female,0.131192
1874,74,Male,0.109802
1874,75,Female,0.178935
1874,75,Male,0.146993
1874,76,Female,0.211352
1874,76,Male,0.176144
1874,77,Female,0.168965
1874,77,Male,0.150671
1874,78,Female,0.174863
1874,78,Male,0.154914
1874,79,Female,0.242043
1874,79,Male,0.197447
1874,80,Female,0.177028
1874,80,Male,0.168245
1874,81,Female,0.189773
1874,81,Male,0.179542
1874,82,Female,0.20646
1874,82,Male,0.192625
1874,83,Female,0.221866
1874,83,Male,0.205368
1874,84,Female,0.235464
1874,84,Male,0.21752
1874,85,Female,0.249916
1874,85,Male,0.229652
1874,86,Female,0.265115
1874,86,Male,0.242334
1874,87,Female,0.281854
1874,87,Male,0.256175
1874,88,Female,0.301534
1874,88,Male,0.270901
1874,89,Female,0.323787
1874,89,Male,0.286526
1874,90,Female,0.345594
1874,90,Male,0.302696
1874,91,Female,0.366819
1874,91,Male,0.317952
1874,92,Female,0.391793
1874,92,Male,0.333571
1874,93,Female,0.413688
1874,93,Male,0.350948
1874,94,Female,0.430878
1874,94,Male,0.368141
1874,95,Female,0.454894
1874,95,Male,0.38443
1874,96,Female,0.480231
1874,96,Male,0.400708
1874,97,Female,0.511218
1874,97,Male,0.419084
1874,98,Female,0.554485
1874,98,Male,0.437112
1874,99,Female,0.593549
1874,99,Male,0.453275
1875,0,Female,0.243025
1875,0,Male,0.270553
1875,1,Female,0.100882
1875,1,Male,0.102054
1875,2,Female,0.071844
1875,2,Male,0.07253
1875,3,Female,0.052593
1875,3,Male,0.053751
1875,4,Female,0.041887
1875,4,Male,0.042656
1875,5,Female,0.029138
1875,5,Male,0.028947
1875,6,Female,0.019523
1875,6,Male,0.019005
1875,7,Female,0.014335
1875,7,Male,0.013702
1875,8,Female,0.01052
1875,8,Male,0.009807
1875,9,Female,0.008306
1875,9,Male,0.007552
1875,10,Female,0.007536
1875,10,Male,0.006851
1875,11,Female,0.007167
1875,11,Male,0.006461
1875,12,Female,0.0072
1875,12,Male,0.006409
1875,13,Female,0.006963
1875,13,Male,0.006168
1875,14,Female,0.00714
1875,14,Male,0.006147
1875,15,Female,0.007075
1875,15,Male,0.005908
1875,16,Female,0.007158
1875,16,Male,0.006024
1875,17,Female,0.007652
1875,17,Male,0.006722
1875,18,Female,0.00793
1875,18,Male,0.007563
1875,19,Female,0.008418
1875,19,Male,0.008852
1875,20,Female,0.009113
1875,20,Male,0.010477
1875,21,Female,0.0092
1875,21,Male,0.011303
1875,22,Female,0.009799
1875,22,Male,0.012097
1875,23,Female,0.009626
1875,23,Male,0.011665
1875,24,Female,0.010031
1875,24,Male,0.010508
1875,25,Female,0.010727
1875,25,Male,0.009902
1875,26,Female,0.010705
1875,26,Male,0.009464
1875,27,Female,0.010884
1875,27,Male,0.009331
1875,28,Female,0.010713
1875,28,Male,0.009149
1875,29,Female,0.010906
1875,29,Male,0.008875
1875,30,Female,0.011486
1875,30,Male,0.00925
1875,31,Female,0.011456
1875,31,Male,0.009559
1875,32,Female,0.012624
1875,32,Male,0.01051
1875,33,Female,0.01042
1875,33,Male,0.009359
1875,34,Female,0.011136
1875,34,Male,0.009788
1875,35,Female,0.013977
1875,35,Male,0.011481
1875,36,Female,0.013811
1875,36,Male,0.011659
1875,37,Female,0.014403
1875,37,Male,0.012419
1875,38,Female,0.013509
1875,38,Male,0.012476
1875,39,Female,0.013146
1875,39,Male,0.01258
1875,40,Female,0.01434
1875,40,Male,0.013891
1875,41,Female,0.014458
1875,41,Male,0.014653
1875,42,Female,0.015297
1875,42,Male,0.016123
1875,43,Female,0.010252
1875,43,Male,0.012036
1875,44,Female,0.010683
1875,44,Male,0.01271
1875,45,Female,0.014747
1875,45,Male,0.016851
1875,46,Female,0.014939
1875,46,Male,0.017698
1875,47,Female,0.016078
1875,47,Male,0.019536
1875,48,Female,0.014854
1875,48,Male,0.018429
1875,49,Female,0.016188
1875,49,Male,0.01962
1875,50,Female,0.020031
1875,50,Male,0.023458
1875,51,Female,0.020747
1875,51,Male,0.024221
1875,52,Female,0.02251
1875,52,Male,0.025704
1875,53,Female,0.014951
1875,53,Male,0.017901
1875,54,Female,0.015978
1875,54,Male,0.018491
1875,55,Female,0.023673
1875,55,Male,0.024807
1875,56,Female,0.025022
1875,56,Male,0.026097
1875,57,Female,0.028508
1875,57,Male,0.030027
1875,58,Female,0.029695
1875,58,Male,0.031444
1875,59,Female,0.033524
1875,59,Male,0.033912
1875,60,Female,0.042644
1875,60,Male,0.04095
1875,61,Female,0.047697
1875,61,Male,0.045153
1875,62,Female,0.054892
1875,62,Male,0.051444
1875,63,Female,0.032194
1875,63,Male,0.034074
1875,64,Female,0.035978
1875,64,Male,0.036845
1875,65,Female,0.065582
1875,65,Male,0.057576
1875,66,Female,0.069335
1875,66,Male,0.06191
1875,67,Female,0.07544
1875,67,Male,0.068709
1875,68,Female,0.070306
1875,68,Male,0.066419
1875,69,Female,0.077058
1875,69,Male,0.070875
1875,70,Female,0.098827
1875,70,Male,0.084839
1875,71,Female,0.108665
1875,71,Male,0.094145
1875,72,Female,0.124056
1875,72,Male,0.109148
1875,73,Female,0.067651
1875,73,Male,0.06967
1875,74,Female,0.068266
1875,74,Male,0.068345
1875,75,Female,0.144938
1875,75,Male,0.116182
1875,76,Female,0.189417
1875,76,Male,0.149117
1875,77,Female,0.222537
1875,77,Male,0.177579
1875,78,Female,0.175426
1875,78,Male,0.150054
1875,79,Female,0.180545
1875,79,Male,0.15311
1875,80,Female,0.168797
1875,80,Male,0.153361
1875,81,Female,0.17727299999999999
1875,81,Male,0.161996
1875,82,Female,0.188569
1875,82,Male,0.171908
1875,83,Female,0.204178
1875,83,Male,0.183605
1875,84,Female,0.217764
1875,84,Male,0.194642
1875,85,Female,0.228593
1875,85,Male,0.204688
1875,86,Female,0.239858
1875,86,Male,0.214384
1875,87,Female,0.251395
1875,87,Male,0.22437000000000001
1875,88,Female,0.264141
1875,88,Male,0.235348
1875,89,Female,0.279802
1875,89,Male,0.24701
1875,90,Female,0.297939
1875,90,Male,0.259358
1875,91,Female,0.314801
1875,91,Male,0.271981
1875,92,Female,0.330113
1875,92,Male,0.283121
1875,93,Female,0.349439
1875,93,Male,0.294301
1875,94,Female,0.364017
1875,94,Male,0.307254
1875,95,Female,0.371518
1875,95,Male,0.319561
1875,96,Female,0.387182
1875,96,Male,0.33051
1875,97,Female,0.403703
1875,97,Male,0.341035
1875,98,Female,0.426981
1875,98,Male,0.353862
1875,99,Female,0.466922
1875,99,Male,0.36582
1876,0,Female,0.223739
1876,0,Male,0.250589
1876,1,Female,0.092765
1876,1,Male,0.093763
1876,2,Female,0.069545
1876,2,Male,0.07026
1876,3,Female,0.046844
1876,3,Male,0.047052
1876,4,Female,0.033544
1876,4,Male,0.033918
1876,5,Female,0.028331
1876,5,Male,0.028266
1876,6,Female,0.019753
1876,6,Male,0.019085
1876,7,Female,0.012934
1876,7,Male,0.012127
1876,8,Female,0.009418
1876,8,Male,0.008615
1876,9,Female,0.007407
1876,9,Male,0.00673
1876,10,Female,0.006752
1876,10,Male,0.006252
1876,11,Female,0.006534
1876,11,Male,0.006149
1876,12,Female,0.006403
1876,12,Male,0.006001
1876,13,Female,0.006559
1876,13,Male,0.006053
1876,14,Female,0.006473
1876,14,Male,0.005864
1876,15,Female,0.006698
1876,15,Male,0.005823
1876,16,Female,0.006715
1876,16,Male,0.00572
1876,17,Female,0.006893
1876,17,Male,0.005997
1876,18,Female,0.007434
1876,18,Male,0.006818
1876,19,Female,0.007841
1876,19,Male,0.007838
1876,20,Female,0.00838
1876,20,Male,0.009158
1876,21,Female,0.008963
1876,21,Male,0.01031
1876,22,Female,0.008975
1876,22,Male,0.010641
1876,23,Female,0.009426
1876,23,Male,0.01094
1876,24,Female,0.009189
1876,24,Male,0.010216
1876,25,Female,0.009472
1876,25,Male,0.009049
1876,26,Female,0.010001
1876,26,Male,0.008653
1876,27,Female,0.009994
1876,27,Male,0.008491
1876,28,Female,0.010172
1876,28,Male,0.008609
1876,29,Female,0.010104
1876,29,Male,0.008706
1876,30,Female,0.010297
1876,30,Male,0.008643
1876,31,Female,0.01081
1876,31,Male,0.008988
1876,32,Female,0.010831
1876,32,Male,0.009268
1876,33,Female,0.011794
1876,33,Male,0.010089
1876,34,Female,0.00992
1876,34,Male,0.009128
1876,35,Female,0.010583
1876,35,Male,0.009634
1876,36,Female,0.012755
1876,36,Male,0.011138
1876,37,Female,0.012605
1876,37,Male,0.011386
1876,38,Female,0.013134
1876,38,Male,0.012168
1876,39,Female,0.012595
1876,39,Male,0.012404
1876,40,Female,0.012377
1876,40,Male,0.012526
1876,41,Female,0.013444
1876,41,Male,0.013607
1876,42,Female,0.013631
1876,42,Male,0.014172
1876,43,Female,0.01431
1876,43,Male,0.015203
1876,44,Female,0.010022
1876,44,Male,0.011573
1876,45,Female,0.010548
1876,45,Male,0.012174
1876,46,Female,0.014002
1876,46,Male,0.015538
1876,47,Female,0.014335
1876,47,Male,0.016409
1876,48,Female,0.015486
1876,48,Male,0.018276
1876,49,Female,0.01476
1876,49,Male,0.017972
1876,50,Female,0.016001
1876,50,Male,0.019447
1876,51,Female,0.01901
1876,51,Male,0.022855
1876,52,Female,0.019438
1876,52,Male,0.023571
1876,53,Female,0.020683
1876,53,Male,0.024668
1876,54,Female,0.014281
1876,54,Male,0.017695
1876,55,Female,0.015501
1876,55,Male,0.018424
1876,56,Female,0.022378
1876,56,Male,0.024202
1876,57,Female,0.02425
1876,57,Male,0.025884
1876,58,Female,0.028193
1876,58,Male,0.03016
1876,59,Female,0.030581
1876,59,Male,0.032589
1876,60,Female,0.034454
1876,60,Male,0.035051
1876,61,Female,0.042061
1876,61,Male,0.040925
1876,62,Female,0.045855
1876,62,Male,0.044145
1876,63,Female,0.051445
1876,63,Male,0.049136
1876,64,Female,0.031512
1876,64,Male,0.033723
1876,65,Female,0.035392
1876,65,Male,0.036743
1876,66,Female,0.06042
1876,66,Male,0.054784
1876,67,Female,0.06415
1876,67,Male,0.058974
1876,68,Female,0.070352
1876,68,Male,0.065741
1876,69,Female,0.067735
1876,69,Male,0.065088
1876,70,Female,0.074831
1876,70,Male,0.069729
1876,71,Female,0.094234
1876,71,Male,0.082427
1876,72,Female,0.102659
1876,72,Male,0.090753
1876,73,Female,0.115397
1876,73,Male,0.103587
1876,74,Female,0.063546
1876,74,Male,0.066564
1876,75,Female,0.06945
1876,75,Male,0.06905
1876,76,Female,0.132689
1876,76,Male,0.109895
1876,77,Female,0.183024
1876,77,Male,0.147463
1876,78,Female,0.213805
1876,78,Male,0.174738
1876,79,Female,0.168117
1876,79,Male,0.14739
1876,80,Female,0.149457
1876,80,Male,0.138941
1876,81,Female,0.159459
1876,81,Male,0.14843
1876,82,Female,0.167091
1876,82,Male,0.157297
1876,83,Female,0.17786
1876,83,Male,0.167789
1876,84,Female,0.193608
1876,84,Male,0.180608
1876,85,Female,0.207149
1876,85,Male,0.192975
1876,86,Female,0.217511
1876,86,Male,0.204483
1876,87,Female,0.228426
1876,87,Male,0.215912
1876,88,Female,0.239736
1876,88,Male,0.228115
1876,89,Female,0.252629
1876,89,Male,0.242082
1876,90,Female,0.269369
1876,90,Male,0.257558
1876,91,Female,0.289667
1876,91,Male,0.27472800000000003
1876,92,Female,0.308809
1876,92,Male,0.293185
1876,93,Female,0.326379
1876,93,Male,0.310495
1876,94,Female,0.350054
1876,94,Male,0.328894
1876,95,Female,0.367698
1876,95,Male,0.351274
1876,96,Female,0.375492
1876,96,Male,0.374155
1876,97,Female,0.395743
1876,97,Male,0.396277
1876,98,Female,0.417939
1876,98,Male,0.419349
1876,99,Female,0.452652
1876,99,Male,0.448651
1877,0,Female,0.217457
1877,0,Male,0.244431
1877,1,Female,0.086695
1877,1,Male,0.086216
1877,2,Female,0.067229
1877,2,Male,0.067028
1877,3,Female,0.047295
1877,3,Male,0.047056
1877,4,Female,0.030965
1877,4,Male,0.030521
1877,5,Female,0.022877
1877,5,Male,0.022668
1877,6,Female,0.01753
1877,6,Male,0.017168
1877,7,Female,0.010814
1877,7,Male,0.010271
1877,8,Female,0.006533
1877,8,Male,0.005985
1877,9,Female,0.005069
1877,9,Male,0.00453
1877,10,Female,0.00522
1877,10,Male,0.004738
1877,11,Female,0.00557
1877,11,Male,0.005116
1877,12,Female,0.00591
1877,12,Male,0.005391
1877,13,Female,0.006153
1877,13,Male,0.0054729999999999996
1877,14,Female,0.006479
1877,14,Male,0.005563
1877,15,Female,0.006475
1877,15,Male,0.005371
1877,16,Female,0.00673
1877,16,Male,0.005465
1877,17,Female,0.006803
1877,17,Male,0.005597
1877,18,Female,0.007044
1877,18,Male,0.006111
1877,19,Female,0.007599
1877,19,Male,0.007148
1877,20,Female,0.008048
1877,20,Male,0.008354
1877,21,Female,0.008484
1877,21,Male,0.0094
1877,22,Female,0.008921
1877,22,Male,0.010131
1877,23,Female,0.008882
1877,23,Male,0.010117
1877,24,Female,0.009251
1877,24,Male,0.010044
1877,25,Female,0.009041
1877,25,Male,0.009178
1877,26,Female,0.009334
1877,26,Male,0.0083
1877,27,Female,0.009782
1877,27,Male,0.008083
1877,28,Female,0.009803
1877,28,Male,0.008049
1877,29,Female,0.009974
1877,29,Male,0.008271
1877,30,Female,0.009971
1877,30,Male,0.008468
1877,31,Female,0.010176
1877,31,Male,0.008428
1877,32,Female,0.010634
1877,32,Male,0.008723
1877,33,Female,0.010696
1877,33,Male,0.008987
1877,34,Female,0.011509
1877,34,Male,0.009678
1877,35,Female,0.009862
1877,35,Male,0.008864
1877,36,Female,0.010438
1877,36,Male,0.00934
